Looking for shortest distance between Arbre and AlphaCentauri...
  Travel complete, distance: 316 shortest: Infinity longest: -Infinity
  Travel complete, distance: 413 shortest: 233 longest: 663
  Travel complete, distance: 438 shortest: 233 longest: 663
  Travel complete, distance: 451 shortest: 233 longest: 663
  Travel complete, distance: 551 shortest: 233 longest: 663
  Travel complete, distance: 395 shortest: 233 longest: 663
  Travel complete, distance: 334 shortest: 233 longest: 663
  Travel complete, distance: 400 shortest: 233 longest: 663
  Travel complete, distance: 434 shortest: 233 longest: 663
  Travel complete, distance: 447 shortest: 233 longest: 663
  Travel complete, distance: 542 shortest: 233 longest: 663
  Travel complete, distance: 554 shortest: 233 longest: 663
  Travel complete, distance: 535 shortest: 233 longest: 663
  Travel complete, distance: 518 shortest: 233 longest: 663
  Travel complete, distance: 474 shortest: 233 longest: 663
  Travel complete, distance: 515 shortest: 233 longest: 663
  Travel complete, distance: 490 shortest: 233 longest: 663
  Travel complete, distance: 559 shortest: 233 longest: 663
  Travel complete, distance: 556 shortest: 233 longest: 663
  Travel complete, distance: 539 shortest: 233 longest: 663
  Travel complete, distance: 590 shortest: 233 longest: 663
  Travel complete, distance: 520 shortest: 233 longest: 663
  Travel complete, distance: 574 shortest: 233 longest: 663
  Travel complete, distance: 631 shortest: 233 longest: 663
  Travel complete, distance: 567 shortest: 233 longest: 663
  Travel complete, distance: 647 shortest: 233 longest: 663
  Travel complete, distance: 662 shortest: 233 longest: 663
  Travel complete, distance: 603 shortest: 233 longest: 663
  Travel complete, distance: 682 shortest: 233 longest: 663
  Travel complete, distance: 547 shortest: 233 longest: 682
  Travel complete, distance: 486 shortest: 233 longest: 682
  Travel complete, distance: 531 shortest: 233 longest: 682
  Travel complete, distance: 565 shortest: 233 longest: 682
  Travel complete, distance: 506 shortest: 233 longest: 682
  Travel complete, distance: 601 shortest: 233 longest: 682
  Travel complete, distance: 356 shortest: 233 longest: 682
  Travel complete, distance: 497 shortest: 233 longest: 682
  Travel complete, distance: 477 shortest: 233 longest: 682
  Travel complete, distance: 501 shortest: 233 longest: 682
  Travel complete, distance: 487 shortest: 233 longest: 682
  Travel complete, distance: 370 shortest: 233 longest: 682
  Travel complete, distance: 383 shortest: 233 longest: 682
  Travel complete, distance: 393 shortest: 233 longest: 682
  Travel complete, distance: 373 shortest: 233 longest: 682
  Travel complete, distance: 330 shortest: 233 longest: 682
  Travel complete, distance: 514 shortest: 233 longest: 682
  Travel complete, distance: 461 shortest: 233 longest: 682
  Travel complete, distance: 476 shortest: 233 longest: 682
  Travel complete, distance: 490 shortest: 233 longest: 682
  Travel complete, distance: 345 shortest: 233 longest: 682
  Travel complete, distance: 423 shortest: 233 longest: 682
  Travel complete, distance: 369 shortest: 233 longest: 682
  Travel complete, distance: 433 shortest: 233 longest: 682
  Travel complete, distance: 334 shortest: 233 longest: 682
  Travel complete, distance: 338 shortest: 233 longest: 682
  Travel complete, distance: 465 shortest: 233 longest: 682
  Travel complete, distance: 402 shortest: 233 longest: 682
  Travel complete, distance: 348 shortest: 233 longest: 682
  Travel complete, distance: 281 shortest: 233 longest: 682
  Travel complete, distance: 400 shortest: 233 longest: 682
  Travel complete, distance: 541 shortest: 233 longest: 682
  Travel complete, distance: 493 shortest: 233 longest: 682
  Travel complete, distance: 517 shortest: 233 longest: 682
  Travel complete, distance: 482 shortest: 233 longest: 682
  Travel complete, distance: 365 shortest: 233 longest: 682
  Travel complete, distance: 399 shortest: 233 longest: 682
  Travel complete, distance: 388 shortest: 233 longest: 682
  Travel complete, distance: 340 shortest: 233 longest: 682
  Travel complete, distance: 376 shortest: 233 longest: 682
  Travel complete, distance: 481 shortest: 233 longest: 682
  Travel complete, distance: 528 shortest: 233 longest: 682
  Travel complete, distance: 520 shortest: 233 longest: 682
  Travel complete, distance: 485 shortest: 233 longest: 682
  Travel complete, distance: 368 shortest: 233 longest: 682
  Travel complete, distance: 497 shortest: 233 longest: 682
  Travel complete, distance: 392 shortest: 233 longest: 682
  Travel complete, distance: 556 shortest: 233 longest: 682
  Travel complete, distance: 378 shortest: 233 longest: 682
  Travel complete, distance: 354 shortest: 233 longest: 682
  Travel complete, distance: 530 shortest: 233 longest: 682
  Travel complete, distance: 518 shortest: 233 longest: 682
  Travel complete, distance: 413 shortest: 233 longest: 682
  Travel complete, distance: 425 shortest: 233 longest: 682
  Travel complete, distance: 395 shortest: 233 longest: 682
  Travel complete, distance: 405 shortest: 233 longest: 682
  Travel complete, distance: 384 shortest: 233 longest: 682
  Travel complete, distance: 341 shortest: 233 longest: 682
  Travel complete, distance: 373 shortest: 233 longest: 682
  Travel complete, distance: 320 shortest: 233 longest: 682
  Travel complete, distance: 367 shortest: 233 longest: 682
  Travel complete, distance: 356 shortest: 233 longest: 682
  Travel complete, distance: 335 shortest: 233 longest: 682
  Travel complete, distance: 371 shortest: 233 longest: 682
  Travel complete, distance: 345 shortest: 233 longest: 682
  Travel complete, distance: 392 shortest: 233 longest: 682
  Travel complete, distance: 357 shortest: 233 longest: 682
  Travel complete, distance: 282 shortest: 233 longest: 682
  Travel complete, distance: 336 shortest: 233 longest: 682
  Travel complete, distance: 361 shortest: 233 longest: 682
  Travel complete, distance: 293 shortest: 233 longest: 682
  Travel complete, distance: 393 shortest: 233 longest: 682
  Travel complete, distance: 477 shortest: 233 longest: 682
  Travel complete, distance: 413 shortest: 233 longest: 682
  Travel complete, distance: 498 shortest: 233 longest: 682
  Travel complete, distance: 513 shortest: 233 longest: 682
  Travel complete, distance: 445 shortest: 233 longest: 682
  Travel complete, distance: 524 shortest: 233 longest: 682
  Travel complete, distance: 512 shortest: 233 longest: 682
  Travel complete, distance: 526 shortest: 233 longest: 682
  Travel complete, distance: 408 shortest: 233 longest: 682
  Travel complete, distance: 486 shortest: 233 longest: 682
  Travel complete, distance: 373 shortest: 233 longest: 682
  Travel complete, distance: 437 shortest: 233 longest: 682
  Travel complete, distance: 540 shortest: 233 longest: 682
  Travel complete, distance: 505 shortest: 233 longest: 682
  Travel complete, distance: 387 shortest: 233 longest: 682
  Travel complete, distance: 516 shortest: 233 longest: 682
  Travel complete, distance: 401 shortest: 233 longest: 682
  Travel complete, distance: 565 shortest: 233 longest: 682
  Travel complete, distance: 409 shortest: 233 longest: 682
  Travel complete, distance: 334 shortest: 233 longest: 682
  Travel complete, distance: 360 shortest: 233 longest: 682
  Travel complete, distance: 385 shortest: 233 longest: 682
  Travel complete, distance: 438 shortest: 233 longest: 682
  Travel complete, distance: 538 shortest: 233 longest: 682
  Travel complete, distance: 384 shortest: 233 longest: 682
  Travel complete, distance: 344 shortest: 233 longest: 682
  Travel complete, distance: 433 shortest: 233 longest: 682
  Travel complete, distance: 444 shortest: 233 longest: 682
  Travel complete, distance: 497 shortest: 233 longest: 682
  Travel complete, distance: 548 shortest: 233 longest: 682
  Travel complete, distance: 442 shortest: 233 longest: 682
  Travel complete, distance: 446 shortest: 233 longest: 682
  Travel complete, distance: 469 shortest: 233 longest: 682
  Travel complete, distance: 406 shortest: 233 longest: 682
  Travel complete, distance: 445 shortest: 233 longest: 682
  Travel complete, distance: 378 shortest: 233 longest: 682
  Travel complete, distance: 491 shortest: 233 longest: 682
  Travel complete, distance: 467 shortest: 233 longest: 682
  Travel complete, distance: 490 shortest: 233 longest: 682
  Travel complete, distance: 478 shortest: 233 longest: 682
  Travel complete, distance: 494 shortest: 233 longest: 682
  Travel complete, distance: 506 shortest: 233 longest: 682
  Travel complete, distance: 622 shortest: 233 longest: 682
  Travel complete, distance: 558 shortest: 233 longest: 682
  Travel complete, distance: 594 shortest: 233 longest: 682
  Travel complete, distance: 609 shortest: 233 longest: 682
  Travel complete, distance: 531 shortest: 233 longest: 682
  Travel complete, distance: 610 shortest: 233 longest: 682
  Travel complete, distance: 477 shortest: 233 longest: 682
  Travel complete, distance: 437 shortest: 233 longest: 682
  Travel complete, distance: 505 shortest: 233 longest: 682
  Travel complete, distance: 516 shortest: 233 longest: 682
  Travel complete, distance: 438 shortest: 233 longest: 682
  Travel complete, distance: 489 shortest: 233 longest: 682
  Travel complete, distance: 362 shortest: 233 longest: 682
  Travel complete, distance: 489 shortest: 233 longest: 682
  Travel complete, distance: 402 shortest: 233 longest: 682
  Travel complete, distance: 512 shortest: 233 longest: 682
  Travel complete, distance: 393 shortest: 233 longest: 682
  Travel complete, distance: 376 shortest: 233 longest: 682
  Travel complete, distance: 394 shortest: 233 longest: 682
  Travel complete, distance: 385 shortest: 233 longest: 682
  Travel complete, distance: 298 shortest: 233 longest: 682
  Travel complete, distance: 336 shortest: 233 longest: 682
  Travel complete, distance: 425 shortest: 233 longest: 682
  Travel complete, distance: 472 shortest: 233 longest: 682
  Travel complete, distance: 390 shortest: 233 longest: 682
  Travel complete, distance: 404 shortest: 233 longest: 682
  Travel complete, distance: 254 shortest: 233 longest: 682
  Travel complete, distance: 332 shortest: 233 longest: 682
  Travel complete, distance: 364 shortest: 233 longest: 682
  Travel complete, distance: 428 shortest: 233 longest: 682
  Travel complete, distance: 240 shortest: 233 longest: 682
  Travel complete, distance: 263 shortest: 233 longest: 682
  Travel complete, distance: 376 shortest: 233 longest: 682
  Travel complete, distance: 327 shortest: 233 longest: 682
  Travel complete, distance: 359 shortest: 233 longest: 682
  Travel complete, distance: 287 shortest: 233 longest: 682
  Travel complete, distance: 390 shortest: 233 longest: 682
  Travel complete, distance: 517 shortest: 233 longest: 682
  Travel complete, distance: 386 shortest: 233 longest: 682
  Travel complete, distance: 496 shortest: 233 longest: 682
  Travel complete, distance: 372 shortest: 233 longest: 682
  Travel complete, distance: 355 shortest: 233 longest: 682
  Travel complete, distance: 378 shortest: 233 longest: 682
  Travel complete, distance: 364 shortest: 233 longest: 682
  Travel complete, distance: 233 shortest: 233 longest: 682
  Travel complete, distance: 366 shortest: 233 longest: 682
  Travel complete, distance: 360 shortest: 233 longest: 682
  Travel complete, distance: 507 shortest: 233 longest: 682
  Travel complete, distance: 418 shortest: 233 longest: 682
  Travel complete, distance: 383 shortest: 233 longest: 682
  Travel complete, distance: 277 shortest: 233 longest: 682
  Travel complete, distance: 406 shortest: 233 longest: 682
  Travel complete, distance: 387 shortest: 233 longest: 682
  Travel complete, distance: 551 shortest: 233 longest: 682
  Travel complete, distance: 268 shortest: 233 longest: 682
  Travel complete, distance: 247 shortest: 233 longest: 682
  Travel complete, distance: 409 shortest: 233 longest: 682
  Travel complete, distance: 411 shortest: 233 longest: 682
  Travel complete, distance: 392 shortest: 233 longest: 682
  Travel complete, distance: 415 shortest: 233 longest: 682
  Travel complete, distance: 395 shortest: 233 longest: 682
  Travel complete, distance: 386 shortest: 233 longest: 682
  Travel complete, distance: 287 shortest: 233 longest: 682
  Travel complete, distance: 325 shortest: 233 longest: 682
  Travel complete, distance: 273 shortest: 233 longest: 682
  Travel complete, distance: 320 shortest: 233 longest: 682
  Travel complete, distance: 351 shortest: 233 longest: 682
  Travel complete, distance: 337 shortest: 233 longest: 682
  Travel complete, distance: 238 shortest: 233 longest: 682
  Travel complete, distance: 371 shortest: 233 longest: 682
  Travel complete, distance: 229 shortest: 233 longest: 682
  Travel complete, distance: 376 shortest: 229 longest: 682
  Travel complete, distance: 255 shortest: 229 longest: 682
